judul,author,rating,num_of_rating,min_age,max_age,image_url,desc,user
The Dangerous Book for Boys,Conn Iggulden,4.7,4.847,8,12,https://www.amazon.com/Dangerous-Book-Boys-Conn-Iggulden/dp/0062208977/ref=sr_1_654?dchild=1&pf_rd_i=4&pf_rd_p=f92327d7-7b1b-5fb4-82be-5400739bec4f&pf_rd_r=DD6Z1HDJS8TPFG2MAF2E&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&qid=1611149061&refinements=p_72%3A1250221011&s=books&sr=1-654,"The bestselling book—more than 1.5 million copies sold—for every boy from eight to eighty, covering essential boyhood skills such as building tree houses, learning how to fish, finding true north, and even answering the age old question of what the big deal with girls is—now a Prime Original Series created by Bryan Cranston (Breaking Bad) and Greg Mottola (Superbad).In this digital age, there is still a place for knots, skimming stones and stories of incredible courage. This book recaptures Sunday afternoons, stimulates curiosity, and makes for great father-son activities. The brothers Conn and Hal have put together a wonderful collection of all things that make being young or young at heart fun—building go-carts and electromagnets, identifying insects and spiders, and flying the worlds best paper airplanes.Skills covered include: The Greatest Paper Airplane in the WorldThe Seven Wonders of the Ancient WorldThe Five Knots Every Boy Should KnowStickballSlingshotsFossilsBuilding a Treehouse*Making a Bow and ArrowFishing (revised with US Fish)Timers and TripwiresBaseballs Most Valuable PlayersFamous Battles-Including Lexington and Concord, The Alamo, and Gettysburg Spies-Codes and CiphersMaking a Go-CartNavajo Code Talkers DictionaryGirlsCloud FormationsThe States of the U.S. Mountains of the U.S.NavigationThe Declaration of Independence Skimming StonesMaking a PeriscopeThe Ten CommandmentsCommon US TreesTimeline of American History",1
Fablehaven Complete Set (Boxed Set): Fablehaven; Rise of the Evening Star; Grip of the Shadow Plague; Secrets of the Dragon Sanctuary; Keys to the Demon Prison,Brandon Mull,4.8,2.565,8,99,https://www.amazon.com/Fablehaven-Complete-Set-Boxed-Sanctuary/dp/1442429771/ref=sr_1_655?dchild=1&pf_rd_i=4&pf_rd_p=f92327d7-7b1b-5fb4-82be-5400739bec4f&pf_rd_r=DD6Z1HDJS8TPFG2MAF2E&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&qid=1611149061&refinements=p_72%3A1250221011&s=books&sr=1-655,Brandon Mull’s New York Times bestselling series about siblings Seth and Kendra who discover their grandparents are the caretakers of a sanctuary for magical creatures!This paperback boxed set includes: Fablehaven  Rise of the Evening Star  Grip of the Shadow Plague  Secrets of the Dragon Sanctuary  Keys to the Demon Prison,1
8 Little Planets: A Solar System Book for Kids with Unique Planet Cutouts,Chris Ferrie,4.8,2.384,0,0,https://www.amazon.com/8-Little-Planets-Chris-Ferrie/dp/149267124X/ref=sr_1_656?dchild=1&pf_rd_i=4&pf_rd_p=f92327d7-7b1b-5fb4-82be-5400739bec4f&pf_rd_r=DD6Z1HDJS8TPFG2MAF2E&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&qid=1611149061&refinements=p_72%3A1250221011&s=books&sr=1-656,"An Amazon Best Book of 2018!A delightfully fun, fact-filled planetary tale from the creator of the Baby University series! Travel around the solar system and celebrate what makes each planet unique! From Neptune to Mercury and all the planets in between, each one is different and each one is happy to be what they are.Old slow Neptune looks a bit behind. Orbiting the Sun takes an awful long time. But the 8th little planet doesnt need to worry. It spins on its axis in a really big hurry!Vibrant, joyful art, playful verse, and a fun die-cut shape are sure to have astronomers of all ages celebrating their own uniqueness while they party with the planets. ",1
"National Geographic Kids Almanac 2021, U.S. Edition (National Geographic Almanacs)",National Geographic Kids,4.9,1.215,8,12,https://www.amazon.com/National-Geographic-Kids-Almanac-Almanacs/dp/1426336713/ref=sr_1_657?dchild=1&pf_rd_i=4&pf_rd_p=f92327d7-7b1b-5fb4-82be-5400739bec4f&pf_rd_r=DD6Z1HDJS8TPFG2MAF2E&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&qid=1611149061&refinements=p_72%3A1250221011&s=books&sr=1-657,"The latest installment of the New York Times best-selling almanac features brand-new amazing animal stories, explorer profiles, and outrageous attractions that kids know and love, plus more of the incredible inventions, awesome games, and fresh challenges for curious kids who want to learn all about the world and everything thats in it! Kids can have fun keeping up with our rapidly changing planet with the worlds best-selling almanac for kids, packed with incredible photos, tons of fun facts, crafts, activities, and fascinating features about animals, science, nature, technology, conservation, and more. Theres a whole chapter full of fun and games, including activities, jokes, and comics. Practical reference material, including fast facts and maps of every country, has been fully updated. Homework help on key topics is sprinkled throughout the book.",1
The Miraculous Journey of Edward Tulane,Kate DiCamillo,4.8,4.331,7,10,https://www.amazon.com/Miraculous-Journey-Edward-Tulane/dp/0763680907/ref=sr_1_658?dchild=1&pf_rd_i=4&pf_rd_p=f92327d7-7b1b-5fb4-82be-5400739bec4f&pf_rd_r=DD6Z1HDJS8TPFG2MAF2E&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&qid=1611149061&refinements=p_72%3A1250221011&s=books&sr=1-658,"A classic tale by Newbery Medalist Kate DiCamillo, America’s beloved storyteller.Once, in a house on Egypt Street, there lived a china rabbit named Edward Tulane. The rabbit was very pleased with himself, and for good reason: he was owned by a girl named Abilene, who adored him completely. And then, one day, he was lost. . . . Kate DiCamillo takes us on an extraordinary journey, from the depths of the ocean to the net of a fisherman, from the bedside of an ailing child to the bustling streets of Memphis. Along the way, we are shown a miracle — that even a heart of the most breakable kind can learn to love, to lose, and to love again.Featuring black-and-white illustrations and a refreshed cover by Bagram Ibatoulline.",1
A Twisted Tale Collection: A Boxed Set,Liz Braswell,4.8,1.969,12,99,https://www.amazon.com/Twisted-Tale-Collection-Boxed-Set/dp/1368022103/ref=sr_1_659?dchild=1&pf_rd_i=4&pf_rd_p=f92327d7-7b1b-5fb4-82be-5400739bec4f&pf_rd_r=DD6Z1HDJS8TPFG2MAF2E&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&qid=1611149061&refinements=p_72%3A1250221011&s=books&sr=1-659,"A paperback boxed set that collects the first three books in the wildly popular A Twisted Tale series for the first time!A Whole New WorldOnce Upon a DreamAs Old as TimeDiscover your favorite worlds and stories, with game-changing twists that will have you feverishly turning pages to follow your heroes and heroines into all-new adventures.",1
Jumbo Book of Amazing Mazes (Highlights™ Jumbo Books & Pads),Highlights,4.8,864.0,6,9,https://www.amazon.com/Jumbo-Amazing-Mazes-HighlightsTM-Books/dp/1629798843/ref=sr_1_660?dchild=1&pf_rd_i=4&pf_rd_p=f92327d7-7b1b-5fb4-82be-5400739bec4f&pf_rd_r=DD6Z1HDJS8TPFG2MAF2E&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&qid=1611149061&refinements=p_72%3A1250221011&s=books&sr=1-660,"This jumbo book is packed with more than 175 colorful mazes of various puzzle types and features the fun and humorous Highlights! illustrations that kids know and love. Each maze is carefully designed to engage and entertain children while honing their concentration skills and attention to detail. In addition to irresistible traditional mazes, kids will enjoy untangling string mazes, solving code-word mazes, quiz mazes, number-logic mazes, riddle mazes, and more!",1
Listening to My Body: A guide to helping kids understand the connection between their sensations (what the heck are those?) and feelings so that they can get better at figuring out what they need.,Gabi Garcia,4.7,2.285,8,12,https://www.amazon.com/Listening-Body-understand-connection-sensations/dp/099895800X/ref=sr_1_661?dchild=1&pf_rd_i=4&pf_rd_p=f92327d7-7b1b-5fb4-82be-5400739bec4f&pf_rd_r=DD6Z1HDJS8TPFG2MAF2E&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&qid=1611149061&refinements=p_72%3A1250221011&s=books&sr=1-661,"Big emotions can be overwhelming! Help your child build on their capacity to engage more mindfully, self-regulate, and develop emotional resilience.Listening to my Body is an engaging and interactive book that guides children through the practice of naming their feelings and the physical sensations that accompany them.From wiggly and squirmy to rested and still, Listening to My Body helps children develop a sensations vocabulary so that they can express what they are experiencing.Includes kid-friendly mindfulness activities woven throughout the book to reinforce the teachings.Listening to My Body is a wonderful social-emotional tool for parents, counselors and teachers! FREE resources to accompany this book can be found at http://bit.ly/gabigarciabooks.(Available in Spanish as Escuchando a Mi Cuerpo.)",1
Mother Goose Treasury: A Beautiful Collection of Favorite Nursery Rhymes (Hardcover Storybook Treasury),Parragon Books,4.8,2.154,4,7,https://www.amazon.com/Mother-Goose-Treasury-Beautiful-Collection/dp/1680524615/ref=sr_1_662?dchild=1&pf_rd_i=4&pf_rd_p=f92327d7-7b1b-5fb4-82be-5400739bec4f&pf_rd_r=DD6Z1HDJS8TPFG2MAF2E&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&qid=1611149061&refinements=p_72%3A1250221011&s=books&sr=1-662,"Cuddle up on the sofa with this beautiful book, open the pages and take a look. There are lovely pictures and familiar rhymes, to share with your child before sleepy time. Join Mother Goose, kings, and twinkling stars, let your dreams and imagination take you far. This is the perfect book for reading aloud and sharing, and will be treasured by children throughout their childhood. • For centuries Mother Goose has been gathering a collection of magical, well-loved tales. Journey to remarkable places and far away lands, and see the worlds come to life!• Parents and grandparents can relive their special childhood moments with their children and grandchildren by reading and sharing these classic nursery rhymes during storytime• Enjoy classics such as Do You Know the Muffin Man, This is the Way, Its Raining Its Pouring, Pop Goes the Weasel, and Row Row Row Your Boat• Great gift to bring cherished memories to any childs library collection• Collect all titles available in the Parragon Treasury Collection including Fairy Tales and Five Minute Stories  ",1
How to Train Your Dragon: The Complete Series: Paperback Gift Set,Cressida Cowell,4.9,1.238,8,12,https://www.amazon.com/How-Train-Your-Dragon-Paperback/dp/0316347000/ref=sr_1_663?dchild=1&pf_rd_i=4&pf_rd_p=f92327d7-7b1b-5fb4-82be-5400739bec4f&pf_rd_r=DD6Z1HDJS8TPFG2MAF2E&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&qid=1611149061&refinements=p_72%3A1250221011&s=books&sr=1-663,"Read the books that inspired the hit movie sensation with this new and complete paperback gift set of the New York Times bestselling How to Train Your Dragon series!  How to Train Your Dragon chronicles the adventures and misadventures of reluctant Viking hero Hiccup and his dragon, Toothless. Join them on all twelve of their exciting stories.  This beautiful box set showcases the series stunning new look and makes the perfect gift for any How to Train Your Dragon fan!",1
On the Edge of the Dark Sea of Darkness (The Wingfeather Saga),Andrew Peterson,4.8,2.175,8,12,https://www.amazon.com/Edge-Dark-Darkness-Wingfeather-Saga/dp/0525653562/ref=sr_1_664?dchild=1&pf_rd_i=4&pf_rd_p=f92327d7-7b1b-5fb4-82be-5400739bec4f&pf_rd_r=DD6Z1HDJS8TPFG2MAF2E&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&qid=1611149061&refinements=p_72%3A1250221011&s=books&sr=1-664,"PUBLISHERS WEEKLY AND ECPA BESTSELLER • Now in hardcover for the first time, featuring all-new illustrations! Once, in a cottage above the cliffs on the Dark Sea of Darkness, there lived three children and their trusty dog, Nugget.Janner Igiby, his brother, Tink, and their disabled sister, Leeli, are gifted children as all children are, loved well by a noble mother and ex-pirate grandfather. But they will need all their gifts and all that they love to survive the evil pursuit of the venomous Fangs of Dang, who have crossed the dark sea to rule the land with malice. The Igibys hold the secret to the lost legend and jewels of good King Wingfeather of the Shining Isle of Anniera.Full of characters rich in heart, smarts, and courage, On the Edge of the Dark Sea of Darkness is a tale children of all ages will cherish, families can read aloud, and readers groups are sure to enjoy discussing for its many layers of meaning. Extra features include new interior illustrations from Joe Sutphin, funny footnotes, a map of the fantastical world, inventive appendices, and fanciful line art in the tradition of the original Frank L. Baum Wizard of Oz storybooks.",1
Grandma Wishes: Children's Board Book (Love You Always),Julia Lobo,4.9,2.69,0,5,https://www.amazon.com/Grandma-Wishes-Childrens-Board-Always/dp/1680520083/ref=sr_1_665?dchild=1&pf_rd_i=4&pf_rd_p=f92327d7-7b1b-5fb4-82be-5400739bec4f&pf_rd_r=DD6Z1HDJS8TPFG2MAF2E&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&qid=1611149061&refinements=p_72%3A1250221011&s=books&sr=1-665,"Did you know there’s a special wishing star that only grandmas see? Every time a new grandchild is expected, their grandma has special hopes and dreams for her new little love. A perfect gift for a grandma shower, or a wonderful keepsake for a grandma to give her grandchild. A grandmother’s wishes are revealed through animal characters that are used in place of people, to be any race, gender, or age. Collect all the books in the Love You Always series from Cottage Door Press. • 10 board pages are just right for even the littlest “readers” • Grandma wishes for a kind, silly, thoughtful, brave, and mindful child• The message of unconditional love is revealed in colorful, engaging illustrations • Soft rhyming text is easy to read aloud • A keepsake for generations• Collect all the books in the Love You Always series from Cottage Door Press",1
